restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward
42,3,COCc1ccc(CN2CCN(C(=O)c3cccc(OC)c3)CC2)cc1,7.602900000000009,0.7999791910367352,1.7776731817713518,354.45000000000016,2.7996000000000016,0.0,8.82512227734124
87,2,Cc1cccc(Cc2ccc(C(=O)N3CCC(NC(=O)C(C)C)CC3)o2)c1,7.609500000000008,0.8777297693735809,2.2346111845100864,368.47700000000015,3.555620000000003,0.0,8.824903766235789
48,3,COCc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1,7.560700000000013,0.8703710270441913,1.6438015410564972,310.39700000000005,2.7954000000000008,0.0,8.813230878532746
57,5,CC(C)(C)c1ccc(C(=O)N2CCN(CCc3ccccn3)CC2)cc1,7.583200000000009,0.8472169930185952,1.9611423792765503,351.494,3.3796000000000026,0.0,8.810694258581652
51,5,COCc1ccc(C(=O)N2CCN(CC3CCCCC3)CC2)cc1,7.579000000000009,0.831189609535327,1.9054185182757326,330.4720000000001,3.171100000000002,0.0,8.804052952940099
48,4,COCc1ccc(C(=O)N2CCN(C3CCCCC3)CC2)cc1,7.563200000000011,0.8560607393854576,1.8931625054652237,316.44500000000005,2.9235000000000015,0.0,8.799389705850047
73,44,Cc1ccc(CCc2ccc(S(=O)(=O)C(C)C)cc2)cc1F,7.568900000000009,0.8309102942074881,1.9224995110329104,320.42900000000003,4.101420000000004,0.0,8.792105196000463
86,52,NC(=O)Cc1ccc(-c2ccc(-c3ccc(CC(N)=O)cc3)cc2)cc1,7.592200000000004,0.7198180512365173,1.6156016992376117,344.414,3.076200000000001,0.0,8.790548855694501
34,1,CNCc1ccc(C(=O)Nc2ccc3c(c2)CCCN3S(C)(=O)=O)cc1,7.577500000000006,0.8434154438341528,2.090560574816662,373.478,2.3705000000000007,0.0,8.790151664435417
81,4,O=C([O-])c1ccc(C(=O)NCc2ccc(C3CCCCC3)cc2)s1,7.577400000000001,0.907636484889226,2.4136000280702863,342.44000000000005,3.0893000000000015,0.0,8.789858239637585
57,3,O=C(Nc1ccc(Cc2ccccn2)cc1)N1CCN(C(=O)C2CCCCC2)CC1,7.58190000000001,0.8366928697810461,2.108563718052876,406.53000000000037,3.9288000000000025,0.0,8.789390063085246
64,14,CC(C)(C)c1ccc(Cc2cc(CCCC(N)=O)ccn2)cc1,7.577500000000008,0.8824987477291736,2.124930878743063,310.4409999999999,3.7779000000000016,0.0,8.788147363119538
48,2,COCc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1,7.547500000000011,0.8681648101470093,1.812635754604143,311.38500000000005,2.1904000000000003,0.0,8.78558480843557
72,5,CCCc1ccc(OC)cc1N1CCN(c2ccc(F)c(C)c2)CC1,7.589900000000008,0.7997641665765554,2.054190131084553,342.4580000000001,4.421820000000004,0.0,8.784363070179829
96,3,COc1ccc(Cc2ccc(C(=O)NC3=CCCCO3)cn2)cc1,7.576000000000011,0.9180823671824907,2.5114231336603474,324.38,3.0626000000000015,0.0,8.783898870225222
57,8,CC(C)(C)c1ccc(CC[C@H]2CCN(C(=O)c3ccccn3)C2)cc1,7.621400000000011,0.8249005320767268,2.500413245340855,336.479,4.474000000000005,0.0,8.78380894150429
3,10,COc1cc(-c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,7.557000000000008,0.7733670911887162,1.6068422746004494,334.3680000000001,3.4052000000000024,0.0,8.78299931813432
0,2,Cc1ccccc1-c1cnc(C(=O)NC[C@H]2CCCCO2)cn1,7.5862000000000105,0.9427513635677176,2.6074878496337206,311.385,2.7509200000000007,0.0,8.782092875642965
3,15,COc1cc(OC)c(OC)c(-c2cc(OC)c(OC)c(OC)c2)c1,7.59120000000001,0.7733670911887162,1.9649174193746344,334.36800000000005,3.4052000000000024,0.0,8.781391803656906
65,2,COCc1ccc(OC)c(C(=O)N2CCN(c3ccccc3)CC2)c1,7.541500000000006,0.8393225038231562,1.8332012361766417,340.42300000000006,2.804000000000001,0.0,8.777841128293922
99,16,CCCc1ccc(-c2nc(C(C)(C)C)cs2)cc1CC(N)=O,7.566200000000008,0.9030158842217345,2.4495741264175255,316.4700000000001,4.087900000000002,0.0,8.770261452371502
15,5,COc1ccc(CC2CCC(N3CCN(C(=O)c4ccccc4)CC3)CC2)cc1,7.584900000000007,0.7624054347994099,1.9727876364533508,392.5430000000002,4.254500000000004,0.0,8.768823953754378
3,6,COc1cc(OC)c(OC)c(-c2cc(C)c(OC)cc2OC)c1,7.561200000000009,0.8123785740185984,2.0148738389078993,318.369,3.705020000000003,0.0,8.765370012422554
92,4,COCc1ccc(CCN2CCN(C(=O)C3(OC)CCCCC3)CC2)cc1,7.635600000000008,0.7359856256424561,2.3987460801812155,374.52500000000026,2.8690000000000007,0.0,8.763718204803114
77,1,O=C(Nc1cc(F)ccc1Cl)c1ccc(-c2cncnc2)cc1,7.558400000000007,0.7844706749215086,1.8806173953514573,327.746,4.188400000000002,0.0,8.762573597925616
14,1,COCCN(C)C(=O)Nc1cc(C(=O)c2cc(Cl)ccc2C)ccc1F,7.5902000000000065,0.7687599797051226,2.137123964003207,378.8310000000001,4.128620000000003,0.0,8.760867593452247
14,2,COCCN(C)C(=O)c1cc(C(=O)N2CCC(C)CC2)ccc1F,7.557200000000008,0.8296337879548096,2.1207181186753328,336.40700000000004,2.4162,0.0,8.75994508210988
67,3,COCc1ccc(Cc2ccccn2)cc1C(=O)N1CCCCC1,7.546800000000007,0.8458701984966871,2.1256475292647448,324.4240000000002,3.4449000000000023,0.0,8.757170346321876
64,5,Cc1ccc(N(CCC(C)(C)C)Cc2ccc(CC(N)=O)cc2)cc1,7.567000000000008,0.8096435493774401,2.150295383333832,338.49500000000006,4.465620000000003,0.0,8.756792236355345
51,4,COCc1ccc(C(=O)N(c2ccccn2)C2CCCCC2)cc1,7.557300000000009,0.8272663401955912,2.1512688479460635,324.42400000000015,4.207500000000004,0.0,8.755806285303198
27,15,CCCc1cc(-c2ccc(-c3cc(CC(N)=O)ccn3)cc2)ccn1,7.598500000000005,0.7469085672888974,2.1876300823304877,331.419,3.7909000000000024,0.0,8.753191275411405
73,45,Cc1ccc(Cc2ccc(CS(=O)(=O)C(C)C)cc2)cc1F,7.539900000000008,0.8327262641961382,2.041731049494448,320.429,4.0481200000000035,0.0,8.752090027148633
99,4,COCCc1ccc(Cc2ccc(C(C)(C)C)cc2C#CCO)cc1,7.567200000000009,0.832860706155543,2.3511074999129065,336.4750000000001,4.107600000000003,0.0,8.74851960308649
64,11,CC(C)(C)c1ccc(CCCc2cc(CCCC(N)=O)ccn2)cc1,7.575100000000008,0.7771452600368048,2.168340247165654,338.49499999999995,4.362400000000003,0.0,8.746838605301846
86,15,NC(=O)Cc1ccc(-c2ccc(-c3cc(CC(N)=O)ccn3)cc2)cc1,7.591400000000004,0.7176399343041158,2.045399967634138,345.402,2.4712000000000005,0.0,8.745679970388647
88,7,NC(=O)CCc1ccc(Cc2ccc(-c3ccccn3)cc2)cc1,7.551800000000009,0.7525943704150915,1.8119213754185903,316.404,3.7573000000000025,0.0,8.744322145911422
52,17,NC(=O)CCc1ccc(Cc2ccc(CCC(N)=O)cc2)cc1,7.548400000000006,0.7821291998590602,1.773952447233773,310.397,2.1132,0.0,8.743794874322447
52,10,NC(=O)CCCc1ccc(CCCc2ccc(CC(N)=O)cc2)cc1,7.586800000000007,0.6976456516867432,1.9247090909978795,338.45099999999996,2.6977,0.0,8.743151916743592
92,10,COCc1ccc(Cc2ccc(Cc3cc(OC)ccn3)cc2)cc1,7.613600000000011,0.6413053438422793,1.9602990760080452,333.431,4.418200000000003,0.0,8.738222764320346
73,30,CC(C)S(=O)(=O)c1ccc(Cc2ccc(S(=O)(=O)C(C)C)cc2)cc1,7.552200000000008,0.7671356752535823,1.9920017263942533,380.5310000000001,3.641600000000003,0.0,8.736567664987373
